,LATITUDE,LONGITUDE
246,30.264,-97.48936
247,30.2216622,-97.48939492
248,30.22095358,-97.48947312
249,30.2218,-97.48959
250,30.27983,-97.48968
251,30.21935,-97.49025
252,30.32796,-97.49033
253,30.46032,-97.49041
254,30.28277,-97.49042
255,30.34984,-97.49049
256,30.327894,-97.49052026
257,30.41608,-97.49092
258,30.32836,-97.49103
259,30.22271,-97.49104
260,30.2424,-97.49112
261,30.28057,-97.49121
262,30.28071,-97.49123
263,30.27663,-97.49173
264,30.27666,-97.49179
265,30.27668,-97.49182
266,30.23262,-97.49254
267,30.23262,-97.49254
268,30.23257,-97.49258
269,30.23734,-97.49288
270,30.2328,-97.49292
271,30.30078,-97.49309
272,30.27746,-97.49341
273,30.45567,-97.49355
274,30.30117,-97.49384
275,30.21638,-97.49408
276,30.45544165,-97.49418795
277,30.21581,-97.49446
278,30.29783,-97.49478
279,30.27803,-97.49483
280,30.29617,-97.49518
281,30.2384,-97.49579
282,30.43389,-97.49597
283,30.40348516,-97.49602251
284,30.23273,-97.49607
285,30.28678,-97.49623
286,30.26941,-97.4968
287,30.30282,-97.49723
288,30.2798,-97.49815
289,30.21763,-97.49897
290,30.21855,-97.49941
291,30.40623024,-97.49943228
292,30.40526384,-97.49950264
293,30.28183,-97.49953
294,30.40445,-97.50041
295,30.35034,-97.50048
296,30.30433,-97.5006
297,30.35054,-97.50068
298,30.35054,-97.50068
299,30.35054028,-97.50068466
300,30.37292,-97.50128
301,30.40341073,-97.50165868
302,30.28532,-97.50169
303,30.37604,-97.50187
304,30.3684,-97.50291
305,30.40412,-97.50306
306,30.27236,-97.50313
307,30.30584,-97.50371
308,30.40307,-97.50416
309,30.3807,-97.50426
310,30.22333,-97.50431
311,30.40478,-97.50468
312,30.27325,-97.50494
313,30.38898,-97.50495
314,30.3323,-97.50498
315,30.37878,-97.50536
316,30.27326,-97.50537
317,30.30677,-97.5056
318,30.40505,-97.50567
319,30.20499,-97.50585
320,30.20492,-97.50595
321,30.20503,-97.50599
322,30.20392,-97.50668
323,30.30625,-97.50685
324,30.3075,-97.5071
325,30.20366149,-97.50721836
326,30.32879,-97.50726
327,30.2037,-97.50734
328,30.2036451,-97.50739565
329,30.20359,-97.50745
330,30.20353,-97.5075
331,30.32935,-97.5079
332,30.20307,-97.50813
333,30.32725624,-97.50822072
334,30.30308,-97.50827
335,30.20225,-97.50852
336,30.2743,-97.50861
337,30.30256,-97.50881
338,30.38045,-97.50888
339,30.30143,-97.50898
340,30.20207,-97.509
341,30.29393,-97.50908
342,30.20159,-97.50912
343,30.33287,-97.50917
344,30.19923436,-97.50961075
345,30.20052029,-97.50971828
346,30.20169,-97.50976
347,30.19909421,-97.51001065
348,30.19961,-97.51008
349,30.38104,-97.5101
350,30.19942,-97.51025
351,30.3527,-97.51027
352,30.2685,-97.51028
353,30.20119,-97.51029
354,30.19933,-97.51031
355,30.19951,-97.51034
356,30.30717,-97.51036
357,30.34204,-97.51049
358,30.28058253,-97.51057829
359,30.35227,-97.51077
360,30.31399,-97.5108
361,30.35385,-97.51125
362,30.39375,-97.5113
363,30.35284643,-97.51132155
364,30.35448,-97.51177
365,30.282,-97.51185
366,30.3574,-97.51187
367,30.41074,-97.51187
368,30.35718,-97.51202
369,30.19671,-97.5121
370,30.35537,-97.51217
371,30.35598,-97.51231
372,30.35734,-97.51232
373,30.27999,-97.51244
374,30.3523,-97.51269
375,30.35564,-97.51284
376,30.19505988,-97.51299889
377,30.35473,-97.51301
378,30.19643157,-97.51303062
379,30.30513,-97.51305
380,30.35279,-97.51312
381,30.19495,-97.51314
382,30.3518,-97.51325
383,30.35172,-97.51342
384,30.35608,-97.5135
385,30.34677,-97.51354
386,30.35598,-97.51368
387,30.19338,-97.51374
388,30.19342,-97.51374
389,30.35634,-97.51393
390,30.19535,-97.51401
391,30.35612,-97.51406
392,30.34956,-97.51408
393,30.19318,-97.5141
394,30.19311806,-97.51414134
395,30.19309,-97.51416
396,30.29322,-97.51417
397,30.19305,-97.51418
398,30.35612,-97.51423
399,30.47146,-97.51448
400,30.31626,-97.51478
401,30.30795,-97.51511
402,30.30805,-97.51513
403,30.19172,-97.51518
404,30.30797,-97.51522
405,30.22854447,-97.51523759
406,30.22854447,-97.51523759
407,30.44629,-97.51534
408,30.44654,-97.51582
409,30.22895,-97.51584
410,30.19002,-97.5162
411,30.28248958,-97.51621822
412,30.39453,-97.51651
413,30.18897431,-97.51654356
414,30.22866,-97.51668
415,30.21323,-97.5167
416,30.2311578,-97.51685481
417,30.21405,-97.51696
418,30.39959,-97.51709
419,30.22956258,-97.51709007
420,30.2811,-97.51715
421,30.28348,-97.5173
422,30.3695,-97.51742
423,30.18858,-97.51747
424,30.28376,-97.51763
425,30.21117,-97.51774
426,30.18771,-97.51777
427,30.18775,-97.51777
428,30.23018,-97.51779
429,30.21498,-97.51781
430,30.20996,-97.51785
431,30.21118,-97.51787
432,30.36812,-97.51787
433,30.18702,-97.51788
434,30.36757,-97.51821
435,30.21272,-97.51846
436,30.21315,-97.5185
437,30.21100336,-97.51852869
438,30.21741,-97.51853
439,30.22377,-97.51858
440,30.22377,-97.51858
441,30.30561,-97.51861
442,30.20759,-97.51862
443,30.21664,-97.51879
444,30.355,-97.51885
445,30.37653,-97.51895
446,30.28441,-97.5193
447,30.35219,-97.5194
448,30.36905,-97.51943
449,30.22299,-97.51951
450,30.22311,-97.51959
451,30.20995981,-97.51960644
452,30.35452,-97.51978
453,30.36789,-97.51979
454,30.35213,-97.51981
455,30.21074991,-97.52019724
456,30.36992,-97.52023
457,30.2098,-97.52028
458,30.38031,-97.52033
459,30.21653,-97.52037
460,30.35469,-97.52039
461,30.35538,-97.52042
462,30.36808229,-97.52046826
463,30.20979,-97.52051
464,30.20983,-97.52059
465,30.21183,-97.5206
466,30.36456,-97.52061
467,30.3665371,-97.52061915
468,30.2457258,-97.52067969
469,30.2457258,-97.52067969
470,30.2457258,-97.52067969
471,30.35274,-97.52068
472,30.36616,-97.52069
473,30.36644096,-97.52069907
474,30.22116,-97.52072
475,30.37818,-97.52073
476,30.22125,-97.5208
477,30.21452,-97.52085
478,30.35273,-97.52085
479,30.22571,-97.5209
480,30.3409,-97.52091
481,30.22568,-97.52092
482,30.35348,-97.52099
483,30.22136,-97.52105
484,30.21011,-97.52106
485,30.21011,-97.52106
486,30.35400109,-97.52106605
487,30.22435,-97.52108
488,30.2177,-97.52109
489,30.35313,-97.52113
490,30.34154,-97.52117
491,30.26573895,-97.52121514
492,30.35212,-97.52124
493,30.35459,-97.52124
494,30.35316,-97.52125
495,30.3545,-97.5213
496,30.35301,-97.52137
497,30.26847116,-97.52138588
498,30.36481,-97.5214
499,30.22423,-97.52141
500,30.35409,-97.52145
501,30.34005,-97.52154
502,30.3663,-97.52155
503,30.35501,-97.52157
504,30.2261,-97.52159
505,30.22259,-97.5216
506,30.34109,-97.5216
507,30.33889,-97.52188
508,30.21045,-97.52192
509,30.36544469,-97.52192759
510,30.2881954,-97.522007
511,30.34112,-97.52216
512,30.26594041,-97.52224857
513,30.26594,-97.52225
514,30.21855,-97.52229
515,30.33918,-97.5223
516,30.34199,-97.5223
517,30.34104,-97.52242
518,30.21875,-97.52247
519,30.3656,-97.52248
520,30.34189679,-97.52262057
521,30.21851,-97.52263
522,30.21849056,-97.52263882
523,30.21849,-97.52264
524,30.34316,-97.5227
525,30.25727865,-97.52272571
526,30.35192,-97.52275
527,30.33845,-97.52276
528,30.36629,-97.52277
529,30.39914944,-97.52279924
530,30.2762,-97.52289
531,30.21103,-97.5229
532,30.34227,-97.52291
533,30.38614,-97.52292
534,30.38614,-97.52292
535,30.44089,-97.52297
536,30.44089,-97.52297
537,30.28868,-97.52298
538,30.26627739,-97.52306577
539,30.34143,-97.5231
540,30.24434,-97.52318
541,30.44056,-97.52325
542,30.2189,-97.52327
543,30.36585,-97.52328
544,30.23826625,-97.52329807
545,30.3479,-97.52332
546,30.24256,-97.52346
547,30.34365,-97.52347
548,30.34357,-97.52352
549,30.34965,-97.52354
550,30.21123398,-97.52361038
551,30.34336,-97.52365
552,30.34141,-97.52381
553,30.34778356,-97.52389093
554,30.26665382,-97.52392618
555,30.26471282,-97.52394924
556,30.34784,-97.52401
557,30.34272,-97.52404
558,30.26437234,-97.52411615
559,30.27969,-97.52424
560,30.44211,-97.52432
561,30.34642,-97.52436
562,30.34618,-97.52442
563,30.34605,-97.52445
564,30.21645,-97.52451
565,30.39964,-97.52458
566,30.32089,-97.5246
567,30.3529,-97.52469
568,30.32066,-97.52474
569,30.21508,-97.52476
570,30.32192,-97.52481
571,30.34222,-97.52481
572,30.21249,-97.52483
573,30.34922,-97.52484
574,30.35174,-97.52496
575,30.34403,-97.5251
576,30.35185902,-97.52511241
577,30.212661,-97.52518939
578,30.34627,-97.52522
579,30.29568,-97.52524
580,30.36692,-97.52533
581,30.34193,-97.52541
582,30.35626,-97.52547
583,30.34193,-97.52558
584,30.34528,-97.52563
585,30.34591,-97.52564
586,30.35187,-97.52571
587,30.3417,-97.52573
588,30.21617,-97.52577
589,30.25257935,-97.52579306
590,30.26164,-97.52583
591,30.32082,-97.52595
592,30.34533,-97.52595
593,30.39687,-97.52597
594,30.35162,-97.526
595,30.17652,-97.52602
596,30.31902,-97.52602
597,30.35174,-97.52607
598,30.34561,-97.5261
599,30.34429798,-97.52614671
600,30.32108,-97.52618
601,30.31909835,-97.52618812
602,30.34719,-97.5262
603,30.34223,-97.52621
604,30.35526,-97.52621
605,30.25058119,-97.5262345
606,30.34528,-97.52627
607,30.34426,-97.52634
608,30.31902,-97.52636
609,30.31917,-97.52636
610,30.31806,-97.52639
611,30.34444,-97.52647
612,30.31863,-97.52648
613,30.34673,-97.52649
614,30.26136877,-97.5264975
615,30.35714,-97.52651
616,30.43549,-97.52652
617,30.34663,-97.52655
618,30.31803,-97.52656
619,30.34442,-97.52664
620,30.34671,-97.52665
621,30.34671,-97.52665
622,30.31933,-97.52671
623,30.35773,-97.52671
624,30.26096497,-97.52677222
625,30.35761,-97.52679
626,30.32068,-97.52681
627,30.31916,-97.52683
628,30.32113,-97.52684
629,30.30367,-97.52687
630,30.25993023,-97.52687201
631,30.35565,-97.52692
632,30.3435,-97.52693
633,30.2149,-97.52695
634,30.21648,-97.52699
635,30.26773522,-97.52708556
636,30.26773522,-97.52708556
637,30.3557,-97.5271
638,30.25880557,-97.52713599
639,30.25880557,-97.52713599
640,30.31834,-97.52716
641,30.32312,-97.52733
642,30.35576,-97.52733
643,30.31785,-97.52735
644,30.34444,-97.5274
645,30.37847,-97.52749
646,30.32387,-97.52765
647,30.25858042,-97.52765581
648,30.34331,-97.52774
649,30.34277735,-97.52775969
650,30.3562,-97.52783
651,30.34283784,-97.52788478
652,30.21626,-97.5279
653,30.17339,-97.52792
654,30.30385,-97.52792
655,30.25776953,-97.52792967
656,30.21506,-97.52794
657,30.42524,-97.52796
658,30.34299,-97.52799
659,30.32482,-97.528
660,30.34292088,-97.52803457
661,30.35266,-97.52808
662,30.32275,-97.52814
663,30.32303,-97.52816
664,30.32089,-97.52817
665,30.318,-97.52819
666,30.3537,-97.52822
667,30.32073,-97.52823
668,30.2174591,-97.52833532
669,30.35286,-97.52836
670,30.30081,-97.5284
671,30.32074,-97.5284
672,30.35289,-97.52843
673,30.32298,-97.52846
674,30.3528,-97.5285
675,30.21404,-97.52854
676,30.32127254,-97.5286184
677,30.32102,-97.52862
678,30.32032,-97.52863
679,30.32091,-97.52863
680,30.32414,-97.52863
681,30.34324,-97.52871
682,30.31678,-97.52874
683,30.32196,-97.52881
684,30.32098,-97.52892
685,30.25685687,-97.52895737
686,30.32069,-97.52899
687,30.32479,-97.52902
688,30.32024551,-97.5290273
689,30.32474,-97.52908
690,30.35343308,-97.5291581
691,30.32156,-97.52916
692,30.31654,-97.52919
693,30.34339,-97.52919
694,30.30182,-97.52922
695,30.32434,-97.52928
696,30.32434,-97.52928
697,30.32104,-97.5293
698,30.35126,-97.52933
699,30.34474,-97.52935
700,30.35411,-97.52938
701,30.3512,-97.52945
702,30.31605,-97.52951
703,30.32132,-97.52953
704,30.34264,-97.52962
705,30.29991,-97.52965
706,30.31923,-97.52968
707,30.34372,-97.52973
708,30.30338,-97.52974
709,30.40104,-97.52975
710,30.34436,-97.52979
711,30.31727,-97.5298
712,30.35444,-97.52982
713,30.3246,-97.52989
714,30.31654,-97.53004
715,30.34162,-97.53011
716,30.3245605,-97.53021693
717,30.31419,-97.53041
718,30.35108,-97.53046
719,30.34278,-97.53047
720,30.35097,-97.53047
721,30.31481,-97.53048
722,30.35404,-97.53049
723,30.34272,-97.53051
724,30.35097,-97.53053
725,30.34278,-97.53062
726,30.31289,-97.53065
727,30.3145,-97.53069
728,30.35327,-97.53072
729,30.25438443,-97.53072735
730,30.34208,-97.53073
731,30.30511,-97.53076
732,30.31429,-97.53076
733,30.31334,-97.53081
734,30.41121,-97.53084
735,30.35497,-97.53093
736,30.35278,-97.53095
737,30.35332,-97.53095
738,30.31545,-97.53099
739,30.3173,-97.53107
740,30.3711,-97.53112
741,30.31439,-97.53115
742,30.31721,-97.53116
743,30.351,-97.53124
744,30.31213,-97.53128
745,30.31213238,-97.53128147
746,30.25288236,-97.53129393
747,30.35303,-97.53131
748,30.3403917,-97.5313211
749,30.25120393,-97.53143745
750,30.354,-97.53159
751,30.25347,-97.53167
752,30.2534727,-97.53167259
753,30.31221,-97.53171
754,30.3553,-97.53177
755,30.17662,-97.53179
756,30.31217,-97.5318
757,30.29129834,-97.53189993
758,30.31213,-97.5319
759,30.3121,-97.53196
760,30.25289091,-97.53198411
761,30.31221,-97.53201
762,30.35355,-97.53202
763,30.30794,-97.53204
764,30.31204,-97.53217
765,30.32043533,-97.53219612
766,30.31178,-97.53221
767,30.35146,-97.53221
768,30.36273,-97.53221
769,30.35438,-97.53225
770,30.31201,-97.53226
771,30.19544,-97.53227
772,30.31175,-97.53234
773,30.25317,-97.53236
774,30.35218252,-97.53245859
775,30.17671,-97.53246
776,30.32373,-97.53246
777,30.31952,-97.53247
778,30.32086,-97.53247
779,30.31169,-97.53252
780,30.321,-97.53257
781,30.32145,-97.53258
782,30.44588,-97.53258
783,30.322812,-97.5325897
784,30.31998,-97.53259
785,30.35271,-97.53259
786,30.35971,-97.53262
787,30.44783115,-97.53263268
788,30.32324,-97.53265
789,30.31161829,-97.5326773
790,30.31955,-97.53275
791,30.32305,-97.53277
792,30.35352,-97.53281
793,30.31155,-97.53284
794,30.31777,-97.53314
795,30.31158,-97.53328
796,30.31158,-97.53328
797,30.46128288,-97.53334894
798,30.32051,-97.53338
799,30.35262,-97.53339
800,30.31243743,-97.53341591
801,30.17749799,-97.53348529
802,30.35261,-97.53355
803,30.3195,-97.53378
804,30.31763,-97.53379
805,30.36296,-97.5339
806,30.30807,-97.53397
807,30.31055,-97.53397
808,30.31061,-97.534
809,30.31936,-97.53404
810,30.31936,-97.53404
811,30.31925,-97.5341
812,30.31538,-97.53429
813,30.31551,-97.53436
814,30.31508476,-97.53442945
815,30.315,-97.53443
816,30.31739,-97.53454
817,30.315,-97.53456
818,30.36254,-97.53456
819,30.30777,-97.53468
820,30.30977,-97.53472
821,30.36386,-97.53472
822,30.31005,-97.53473
823,30.31498,-97.53478
824,30.36338,-97.53482
825,30.31763,-97.53486
826,30.30803,-97.53496
827,30.36291589,-97.53511364
828,30.30903,-97.53519
829,30.30903,-97.53519
830,30.36319135,-97.53524523
831,30.36378,-97.53525
832,30.36391,-97.53526
833,30.36381,-97.53532
834,30.36394,-97.53533
835,30.31436,-97.5354
836,30.31405,-97.53545
837,30.36421481,-97.53549313
838,30.31432,-97.53553
839,30.31765,-97.53554
840,30.31802,-97.53557
841,30.36428478,-97.53560247
842,30.31448,-97.53565
843,30.31432,-97.53567
844,30.31412,-97.5357
845,30.31783,-97.53577
846,30.31811,-97.53583
847,30.1897,-97.5359
848,30.31748,-97.53594
849,30.34971413,-97.536073
850,30.31547,-97.53611
851,30.36337,-97.53614
852,30.3134,-97.53617
853,30.31337,-97.53621
854,30.31559,-97.53631
855,30.31563,-97.53631
856,30.31322,-97.53636
857,30.31731,-97.53637
858,30.31393,-97.53647
859,30.31436,-97.53661
860,30.31776,-97.5368
861,30.31448,-97.53682
862,30.3177,-97.53684
863,30.31805,-97.53698
864,30.31807,-97.53701
865,30.31824,-97.53705
866,30.31467,-97.53719
867,30.31548,-97.53729
868,30.47494,-97.5373
869,30.31548,-97.53742
870,30.31394,-97.53743
871,30.3136,-97.53744
872,30.31496,-97.53745
873,30.31699,-97.53748
874,30.31685,-97.5375
875,30.28527,-97.53751
876,30.31356,-97.5377
877,30.31356,-97.5377
878,30.31478,-97.53779
879,30.31740461,-97.53837596
880,30.31643,-97.53843
881,30.21628,-97.53846
882,30.36472,-97.53852
883,30.34927,-97.53861
884,30.34927,-97.53861
885,30.34927,-97.53861
886,30.34927,-97.53861
887,30.36466,-97.5387
888,30.36422,-97.53877
889,30.31559,-97.5389
890,30.21513,-97.53919
891,30.31782,-97.53924
892,30.25347156,-97.53955507
893,30.41229,-97.5398
894,30.47703,-97.53998
895,30.41163,-97.54015
896,30.26268777,-97.54015971
897,30.35851,-97.54039
898,30.35794,-97.54092
899,30.18272,-97.54121
900,30.18272,-97.54121
901,30.18272,-97.54121
902,30.40747,-97.54141
903,30.32015,-97.54157
904,30.32015,-97.54157
905,30.26600546,-97.54208212
906,30.3566,-97.54229
907,30.36282,-97.54243
908,30.35563,-97.54246
909,30.26773319,-97.54311267
910,30.35686,-97.54326
911,30.35692,-97.54326
912,30.35388,-97.54343
913,30.35419,-97.54361
914,30.20704,-97.54386
915,30.35529,-97.54398
916,30.36093,-97.544
917,30.47750998,-97.5441039
918,30.35493,-97.54411
919,30.17796,-97.54419
920,30.35384,-97.54419
921,30.1779,-97.54423
922,30.35608,-97.54428
923,30.17801,-97.5443
924,30.35978,-97.54435
925,30.17701234,-97.5444157
926,30.36152,-97.54442
927,30.47951,-97.54451
928,30.35916,-97.54479
929,30.35911,-97.54481
930,30.35921,-97.54482
931,30.35530024,-97.54516234
932,30.35863,-97.54524
933,30.3537,-97.54536
934,30.35704,-97.54556
935,30.35419,-97.54558
936,30.35503,-97.54567
937,30.47003,-97.54587
938,30.35579,-97.54655
939,30.34913,-97.5466
940,30.35246,-97.54661
941,30.36057,-97.54702
942,30.35299773,-97.54705765
943,30.25257624,-97.54706732
944,30.25257625,-97.54706733
945,30.3503,-97.5471
946,30.36066,-97.54713
947,30.35876,-97.54716
948,30.18464,-97.54717
949,30.35507,-97.54721
950,30.452,-97.54725
951,30.18479,-97.54729
952,30.35990511,-97.54746666
953,30.35747,-97.54748
954,30.35747,-97.54748
955,30.35203,-97.5476
956,30.35872,-97.54833
957,30.35741,-97.54856
958,30.45358322,-97.54863313
959,30.34454,-97.54871
960,30.35724,-97.54874
961,30.36077,-97.54878
962,30.33781,-97.5488
963,30.35345,-97.54882
964,30.3528,-97.54883
965,30.33784,-97.54887
966,30.26666831,-97.54928739
967,30.18538,-97.54937
968,30.35682,-97.5494
969,30.26690182,-97.54940106
970,30.33709,-97.54947
971,30.45556,-97.54962
972,30.36173,-97.54969
973,30.3584,-97.54977
974,30.36171,-97.54978
975,30.19859,-97.5498
976,30.24874174,-97.55046638
977,30.34012,-97.55048
978,30.33781,-97.55057
979,30.33691,-97.5507
980,30.25160496,-97.55071967
981,30.33517,-97.55079
982,30.24818774,-97.55079281
983,30.36035431,-97.55084754
984,30.33722,-97.55103
985,30.33627,-97.55104
986,30.33686,-97.55109
987,30.24764,-97.55123
988,30.33937,-97.55123
989,30.24763896,-97.55123313
990,30.33914,-97.5513
991,30.25201982,-97.55133184
992,30.33704,-97.55138
993,30.34309,-97.55148
994,30.24864899,-97.55151449
995,30.24865,-97.55152
996,30.24699631,-97.55153043
997,30.33826,-97.55158
998,30.34126,-97.5517
999,30.33803,-97.55171
1000,30.33723428,-97.55173135
1001,30.33606,-97.55181
1002,30.33737686,-97.5518659
1003,30.33823,-97.55191
1004,30.33739,-97.55192
1005,30.33897,-97.55195
1006,30.246434,-97.55198063
1007,30.33755,-97.55208
1008,30.33865,-97.55208
1009,30.24601069,-97.55224626
1010,30.24812062,-97.55226152
1011,30.34156,-97.55227
1012,30.46164,-97.55232
1013,30.34884,-97.55235
1014,30.34175,-97.55239
1015,30.24651,-97.55246
1016,30.44942,-97.55247
1017,30.44863777,-97.55253988
1018,30.24832863,-97.55259451
1019,30.24748731,-97.55260923
1020,30.24544652,-97.55261098
1021,30.24999312,-97.55261627
1022,30.34115,-97.5527
1023,30.45148,-97.55275
1024,30.24923303,-97.55282507
1025,30.18437,-97.55283
1026,30.45124,-97.55283
1027,30.2449791,-97.55287154
1028,30.24685875,-97.55292196
1029,30.44885,-97.55298
1030,30.34203,-97.55299
1031,30.2455,-97.55303
1032,30.34139784,-97.55304134
1033,30.48413,-97.55305
1034,30.24440365,-97.55309719
1035,30.24851293,-97.55310242
1036,30.18639,-97.55317
1037,30.45141,-97.55318
1038,30.47212,-97.55325
1039,30.25011207,-97.55328131
1040,30.3393,-97.55329
1041,30.24593964,-97.55340777
1042,30.45166,-97.55348
1043,30.24874224,-97.55352984
